,cell_id,Cell_Depth,Cell_Layer,Cell_TargetedBrainArea,cell_type,firing_rate,ap_threshold,ap_duration,mean_vm,std_vm,fft_low,fft_high,wp_amplitude_pre_FW,wp_amplitude_post_FW,vm_amplitude_pre_FW,vm_amplitude_post_FW,ap_fr_pre_FW,ap_fr_post_FW,wp_amplitude_pre_AT,wp_amplitude_post_AT,vm_amplitude_pre_AT,vm_amplitude_post_AT,ap_fr_pre_AT,ap_fr_post_AT
213,TK502_1,269.0,L2/3,C2,PV,5.6433333333333335,-0.041210412356172475,1.3004134672179561,-0.05262722580424458,0.006214380042966478,0.0007849406317461453,4.0998242970862115e-05,191.74152280701753,193.89239239766084,-62.52483016685746,-54.11796153578217,13.336667500208387,30.00750187546887,194.06529687500003,200.49890694444446,-52.3955223588311,-50.74710565141548,33.78378378378378,71.91095547773887
214,TK502_2,185.0,L2/3,C2,PV,8.53888888888889,-0.045118731718282366,0.8552700065061808,-0.053958574275045135,0.004271120737203228,0.0004996397610972736,4.444456222151632e-05,192.26077894736838,195.5537476076555,-45.86827135913751,-43.00007475393607,26.597558480529223,31.826138352770005,193.08289166666668,199.42888148148148,-41.255183437564554,-40.602634929201514,46.713380046713375,61.69751542437885
215,TK502_3,264.0,L2/3,C2,PV,6.979166666666667,-0.04516086753014925,0.7594626865671641,-0.05295765732226944,0.003026637804204174,0.0003319359184365552,4.736849061544154e-05,181.38216140350877,184.6160105263158,-56.94242570551671,-55.52362646882491,20.838542969075597,15.837292656497457,195.75431666666665,201.1674222222222,-53.824942295995065,-49.79430186979757,6.673340006673339,65.03251625812906
216,TK504_1,435.0,L4,C2,EXC,0.005208333333333333,-0.04447279363906734,0.53,-0.05145583940178945,0.0013329944386239363,0.00015306451947633723,1.9506055576527093e-05,184.6210315789474,198.9699622807018,-61.13108630105623,-59.29799493111049,1.6670834375260482,2.5006251562890727,185.172645,192.28519777777777,-62.245008241656144,-59.59433543830272,0.0,0.0
217,TK504_2,570.0,L5,S1,EXC,3.341666666666667,-0.04383955991293533,0.7230049875311719,-0.05679485208038557,0.002602308279643418,0.0003211170152988307,3.039232986988937e-05,186.89964736842103,198.71617593984965,-58.2438524928381,-58.078851222519745,3.572321651841531,1.4289286607366125,184.33225000000002,189.7099428571429,-52.30937052311167,-54.52346967381772,4.29000429000429,0.7146430358036161
218,TK506_1,169.0,L2/3,C2,SST,7.17,-0.038678565189679215,0.9598558809855879,-0.046029172312386894,0.0030889710152398634,0.000331427084897169,4.850299365257293e-05,188.60809649122808,202.06907134502922,-52.26469761332739,-52.892538610505355,2.7784723958767468,6.1126392709288435,191.99794880768286,199.7563996003486,-52.28549986160512,-51.64905483769213,8.013646023467118,18.354518047608483
219,TK506_2,167.0,L2/3,C2,SST,6.233333333333333,-0.04542175632887701,0.7862834224598931,-0.05533498691412553,0.003917827325892342,0.0005124674600500645,5.03786218395458e-05,186.7999043062201,196.03033014354068,-47.442141888835835,-51.028189911004155,15.003750937734434,4.091932073927573,191.11984999999999,199.87199777777778,-51.27092191981303,-55.850265319340494,4.004004004004004,0.0
220,TK506_3,199.0,L2/3,C2,SST,20.15,-0.038273467207609595,0.34098428453267166,-0.052009348940495824,0.00692598222437586,0.0007221075891233706,9.523454738833474e-05,182.34930789473688,189.8853218421052,-48.15459484919317,-49.77167338672357,5.50137534383596,4.251062765691423,183.44067291666667,188.7086685185185,-53.036154675811815,-56.20029625478438,1.6683350016683347,2.501250625312656
221,TK507_1,374.0,L2/3,C2,SST,6.25,-0.04771587593392592,0.5850814814814814,-0.05702902944910462,0.0039047390547002725,0.0004950328779852681,6.537575427361918e-05,183.9551596491228,201.70612456140353,-59.44870860675761,-57.43758739888545,0.0,0.0,191.99794880768286,199.7563996003486,-52.285499861605125,-51.64905483769213,8.013646023467118,18.354518047608483
222,TK507_2,434.0,L4,C2,SST,14.5,-0.03990032409628647,0.6489124668435013,-0.048532495343536125,0.005126790455301922,0.0006248800723182986,8.864825134033611e-05,182.63021315789476,200.84803421052632,-53.05145298622275,-49.938876408095375,5.001250312578145,17.504376094023506,191.99794880768283,199.7563996003486,-52.28549986160512,-51.64905483769212,8.013646023467118,18.354518047608483
223,TK507_3,467.0,L4,C2,SST,2.61,-0.0447257661954023,0.5915708812260537,-0.056313826717306004,0.00410552493603381,0.0004776830661648935,5.7509803765047955e-05,180.49381578947373,193.3532434210526,-56.797475939461656,-52.76169862836889,2.5006251562890727,13.753438359589898,191.99794880768283,199.75639960034857,-52.28549986160512,-51.64905483769213,8.013646023467118,18.35451804760848
224,TK509_1,460.0,L4,C2,EXC,45.32272727272727,-0.041269641653595424,0.4295857988165681,-0.05049830870719034,0.00610558044263827,0.000815304124518353,9.223106003401432e-05,192.21265696594423,200.31203622291022,-53.3459749348366,-52.44950470670754,3.236103143432917,4.707059117720606,190.54740500000003,196.39276444444445,-54.4406016081766,-54.63385920502025,2.002002002002002,0.0
225,TK509_2,465.0,L4,C2,PV,34.833333333333336,-0.040959693493779904,0.2854545454545454,-0.05165352219374583,0.0068152909507021055,0.0009601482440741531,8.179073403559961e-05,191.27351017543856,198.28453122807016,-53.701343632176666,-51.36841004660443,139.70159206468284,165.70809369008919,190.1534592105263,195.94283859649124,-53.00154305747924,-51.01066919605007,84.29482113692639,103.20949948658539
226,TK511_1,390.0,L2/3,C2,PV,42.578125,-0.0402227256747156,0.3797908256880734,-0.05059248417591789,0.006654757346952048,0.0008959018456384429,8.916636801639238e-05,186.06572157894738,197.21043210526318,-57.66222048885597,-52.90370942965402,3.500875218804701,26.006501625406354,187.23741428571427,196.74229206349207,-52.44770670648203,-50.17632900645655,51.48005148005148,84.80430691536242
227,TK511_2,474.0,L4,C2,PV,42.435,-0.04369460938647343,0.3956934134558737,-0.0523936769319099,0.005834069277797115,0.0007646267294642688,8.861516306890313e-05,191.22337894736845,202.43137703349282,-58.802278317650526,-52.0097771003276,10.00250062515629,29.552842756143583,191.93263534482753,195.80518199233717,-53.677859919793136,-50.451533487582395,22.091056573815194,63.82501595625399
228,TK512_1,455.0,L4,C2,PV,32.85,-0.039010361716894974,0.40733975985117543,-0.04913660007150266,0.005956637006563053,0.0007602298179196264,0.00010432822245478625,201.19365380116957,208.95521461988304,-53.57945670547547,-53.52103836125144,22.78347364618932,10.00250062515629,197.97582121212125,206.2356437710438,-52.06180173971491,-47.810136415256444,15.1666818333485,91.2577500871648
229,TK512_2,481.0,L4,C2,PV,0.95,-0.03858858570526316,1.7789473684210533,-0.06053513325182225,0.00651640830813204,0.0008503594786209843,4.4181623328949325e-05,197.56117302631577,205.30841414473682,-57.26411678045923,-53.01353773503533,1.2503125781445363,3.7509377344336086,200.560505,207.52158888888889,-50.82537541449012,-50.30273708900209,8.008008008008009,16.008004002001
230,TK516_1,421.0,L4,C2,SST,4.24375,-0.03652880147864507,0.7537555228276878,-0.04920175209873453,0.00456938370455174,0.00047542585576302134,7.439362561052662e-05,181.73892200956936,188.35497440191386,-60.6013747608646,-56.71884922633331,2.045966036963786,4.319261633590215,188.8774640625,199.49314166666667,-57.80685643942449,-54.10987956659842,1.2512512512512513,21.26063031515758
231,TK516_2,457.0,L4,C2,SST,0.5,-0.04595749966666667,0.5016666666666667,-0.060371763492316655,0.0033653160691724773,0.0004764021766878296,3.712808177157521e-05,183.1974407894737,186.36850921052633,-47.1477171211577,-50.379373598743854,5.001250312578145,0.0,190.05177763157894,198.70633099415207,-51.51946059320296,-49.42905048883554,0.0,8.425265264211053
232,TK523_1,204.0,L2/3,C2,VIP,1.27,-0.045247858391608387,0.5728346456692911,-0.06365537833265249,0.004052571153772913,0.00048418835064887515,6.793123184148625e-05,187.65447033492828,195.02785980861248,-36.328026906786114,-31.185084306144912,25.915569801541295,36.37272954602287,194.30411500000002,199.37268444444445,-34.487547156996584,-39.046204053796636,34.034034034034036,31.01550775387694
233,TK523_2,180.0,L2/3,C2,VIP,6.425,-0.042256189105058364,0.6745136186770428,-0.050838644130437496,0.0035920524442590177,0.0004169043222234586,3.919966385050618e-05,190.37565087719295,191.93736140350876,-42.99873041237019,-41.55433978231318,35.00875218804701,41.677085938151194,192.4768272727273,199.41345252525252,-40.72385587447874,-42.4234227442359,49.14004914004915,42.74864705079812
234,TK532_1,351.0,L4,S1,EXC,5.5625,-0.04125332156629214,0.7748314606741572,-0.04971706032128688,0.0038607412436421646,0.0004250249318934757,2.8394420504131413e-05,190.9820886639676,202.0089935222672,-65.83402801769763,-62.52195472918969,0.38471156250601113,0.7694231250120223,192.97419038461538,200.12639401709401,-65.04584481807282,-64.78942272120224,0.0,0.0
235,TK538_1,391.0,L4,C2,EXC,0.4,-0.04394494211340206,0.6375000000000001,-0.05833390401048668,0.0028418764527512515,0.00033827960082968893,2.8239109314447477e-05,181.88439548872182,193.6317172932331,-60.69017585749838,-60.86778737153828,0.0,0.0,191.8627,197.3586851851852,-59.287022249469,-57.6446374439437,0.0,3.3350008337502084
236,TK539_1,380.0,L4,C2,EXC,33.46,-0.042586908811416614,0.42319187089061566,-0.05130267534093676,0.006347126596225229,0.0008674821370718488,8.973177386908325e-05,193.19058446115287,202.99613208020048,-57.38879125050347,-56.91673580068307,0.0,0.23815477678943545,188.72305952380952,196.35157301587302,-53.282844371915054,-50.47745405170275,3.8133371466704795,0.47642869053574405
237,TK539_2,460.0,L4,C2,EXC,20.5,-0.044699735733333336,0.5133739837398373,-0.055808341587495404,0.006227138701789796,0.0008421135284555857,0.00010627401691180829,193.242949122807,215.82462807017544,-64.18211720657219,-59.03016094601193,0.0,0.0,193.78435454545456,198.24253333333334,-61.87390605534292,-58.935949984041365,0.0,0.0
238,TK545_1,432.0,L4,C2,EXC,18.75,-0.040905100056,0.5329333333333333,-0.04946957560211625,0.005034024272074852,0.0006543757317292723,0.00010432107639177476,181.05527210526316,185.47820052631576,-57.20001008780091,-57.26292853749751,1.000250062515629,0.0,202.12879999999996,207.67641111111112,-54.048960726582685,-56.286450084424615,0.0,0.0
239,TK545_2,390.0,L4,C2,EXC,29.116666666666667,-0.043915728365210654,0.39039782484258734,-0.05517982722371354,0.004857357126900701,0.0006408298028680407,9.497493814575406e-05,186.88071052631577,193.24294035087718,-66.06626043495787,-63.2883751264441,0.0,1.6670834375260482,196.85152499999998,207.5332888888889,-56.089676087862344,-60.49363232695806,0.0,0.0
